filename	acq_time	n_epochs	duration_s	task_code	paradigm
eeg/sub-074_ses-02_task-restEC_eeg.vhdr	n/a	23	92.0	1	resting-state
eeg/sub-074_ses-02_task-restEO_eeg.vhdr	n/a	34	136.0	2	resting-state
eeg/sub-074_ses-02_task-vep_eeg.vhdr	n/a	71	284.0	3	transient-state
eeg/sub-074_ses-02_task-aep_eeg.vhdr	n/a	61	244.0	4	transient-state
eeg/sub-074_ses-02_task-sep_eeg.vhdr	n/a	53	212.0	5	transient-state
eeg/sub-074_ses-02_task-ssvep_eeg.vhdr	n/a	14	56.0	6	steady-state
eeg/sub-074_ses-02_task-ssaep_eeg.vhdr	n/a	39	156.0	7	steady-state
eeg/sub-074_ses-02_task-sssep_eeg.vhdr	n/a	35	140.0	8	steady-state
eeg/sub-074_ses-02_task-p300_eeg.vhdr	n/a	29	116.0	9	cognitive-oddball
eeg/sub-074_ses-02_task-motorFoot_eeg.vhdr	n/a	79	316.0	10	motor-execution
eeg/sub-074_ses-02_task-motorRHand_eeg.vhdr	n/a	74	296.0	11	motor-execution
eeg/sub-074_ses-02_task-motorLHand_eeg.vhdr	n/a	80	320.0	12	motor-execution
eeg/sub-074_ses-02_task-ssvepSA_eeg.vhdr	n/a	17	68.0	13	ssvep-selective-attention
