filename	acq_time	n_epochs	duration_s	task_code	paradigm
eeg/sub-063_ses-02_task-restEC_eeg.vhdr	n/a	19	76.0	1	resting-state
eeg/sub-063_ses-02_task-restEO_eeg.vhdr	n/a	35	140.0	2	resting-state
eeg/sub-063_ses-02_task-vep_eeg.vhdr	n/a	66	264.0	3	transient-state
eeg/sub-063_ses-02_task-aep_eeg.vhdr	n/a	78	312.0	4	transient-state
eeg/sub-063_ses-02_task-sep_eeg.vhdr	n/a	66	264.0	5	transient-state
eeg/sub-063_ses-02_task-ssvep_eeg.vhdr	n/a	21	84.0	6	steady-state
eeg/sub-063_ses-02_task-ssaep_eeg.vhdr	n/a	40	160.0	7	steady-state
eeg/sub-063_ses-02_task-sssep_eeg.vhdr	n/a	34	136.0	8	steady-state
eeg/sub-063_ses-02_task-p300_eeg.vhdr	n/a	36	144.0	9	cognitive-oddball
eeg/sub-063_ses-02_task-motorFoot_eeg.vhdr	n/a	85	340.0	10	motor-execution
eeg/sub-063_ses-02_task-motorRHand_eeg.vhdr	n/a	87	348.0	11	motor-execution
eeg/sub-063_ses-02_task-motorLHand_eeg.vhdr	n/a	85	340.0	12	motor-execution
eeg/sub-063_ses-02_task-ssvepSA_eeg.vhdr	n/a	19	76.0	13	ssvep-selective-attention
